Adószám,Szervezet neve,Székhely,Új kategória (legalsó szint),Szülő kategória,Cél (első 200 karakter)
18207240,Hídépítők Egyesülete,"1138 Budapest, Karikás Frigyes utca 20.",egyéb szabadidős szervezetek,sport és szabadidő,"oktatási, kulturális, sport, szabadidős tevékenység végzése."
18207271,SÁTOR Egyesület,"2220 Vecsés, Károly utca 24.",hátrányos helyzetű gyerekek támogatása,szociális segítségnyújtás,"Az Egyesület célja, hogy a Közép-Magyarországi Régióból kiindulva szervezze és elősegítse a magyar gyermekek, és fijúság érdekvédelmét, különösen is koncentrálva a hátrányos helyzetű családokban felnö"
18207305,Bakony és Környéke Sport Klub,"8100 Várpalota, Szent Imre utca 1/ A.",egyéb szabadidős szervezetek,sport és szabadidő,"A postagalambsport hagyományainak ápolása, továbbfejlesztése."
18207329,Miskolci Önkéntes Tűzoltó Egyesület,"3525 Miskolc, Dózsa György út 15.",tűzoltó egyesületek,katasztrófavédelem és közbiztonság,"a)A működési területen a birtokában lévő technikai eszközök igénybevételével a tűz-megelőzési, tűzoltási és műszaki mentési feladatokban közreműködés. b)A lakosság tájékoztatása a tűz elleni védekezés"
18207439,Nagyabonyi Íjászok Hagyományőrző és Sport Egyesülete,"2740 Abony, Újszászi út 81.",etnikai szervezetek,kultúra és művészet,"Az Egyesület a Kárpát-medencében élő magyarság szellemi hagyatékának ápolását, őrzését, valamint népszerűsítését végzi. Célja: - a magyar történelem és kultúra megismerése és megismertetése, a magyar "
18207460,Élmények Völgye Turisztikai Egyesület,"3643 Dédestapolcsány, Kossuth utca 6.",egyéb szabadidős szervezetek,sport és szabadidő,"Turisztikai tevékenységek fejlesztése és támogatása, idegenforgalom támogatása a régióban, környezetvédelem, gyermek és ifjúsági programok szervezése."
18208083,"""Segítő Kezek"" Szociális és Házi Segítségnyújtó Alapítvány","8600 Siófok, Sziget utca 3.",idősek gondozása,szociális segítségnyújtás,"Házi segítségnyújtás, melynek keretében a többnyire egyedül elő, idős, beteg embereket saját otthonukban ellátjuk, gondozzuk. A mindennapi élet viteléhez szükséges teendők (bevásárlás, takarítás, mosá"
18208272,Papagájvilág Alapítvány,"1164 Budapest , Felsőmalom utca 6. tetőtér /2. ajtó",madarak,környezet- és állatvédelem,- A papagájalakúak (Psittaciformes) rendjébe tartozó madárfajok eredeti élőhelyükön való hosszú távú fennmaradásuk érdekében történő védelme. Az alapítvány kiemelten fontos célja a papagájok fajgazdag
18208296,ÖSSZEFOGÁS AZ ÁLLATOKÉRT ALAPÍTVÁNY,"4700 Mátészalka, Kisasszonytag 6175.",kutyák,környezet- és állatvédelem,egyéb az alapítói okiratban meghatározott
18208416,Együtt Szabadhídvégért Egyesület,"8138 Szabadhídvég, KÖZSÉGHÁZ utca 1.",települési és közösségfejlesztés,szociális segítségnyújtás,"Az Egyesület kiemelt céljának tekinti a település kultúrájának, hagyományainak ápolását és fejlesztését. Fontosnak tartja ezen érték megismertetését és átadását a társadalom tagjai számára."
18208478,Létesítményi Tűzoltóságok Országos Szövetsége,"2400 Dunaújváros, Papírgyári út 46.",tűzoltó egyesületek,katasztrófavédelem és közbiztonság,A létesítményi tűzoltóságok szakmai munkájának fejlesztése és egységesítése.
18208571,Demecseri Fúvószenekari Egyesület,"4516 Demecser, Vasvári Pál út 1.",művészeti szervezetek,kultúra és művészet,"Kulturális tevékenység: zenei nevelés Kodály Zoltán szellemisége alapján, a fúvószene társadalmi rangjának emelése, a zenekar munkája általi ismeretterjesztő, és közművelődési tevékenység és egyéb ala"
18208667,Tázlári Lovas Sport Egyesület,"6236 Tázlár, Zrínyi utca 6.",sportklubok,sport és szabadidő,"1. Az egyesület fő célja, hogy Tázláron és vonzáskörzetében az igényeknek megfelelően, a minőségi lovas sporttevékenység gyakorlásához lehetőséget, helyszíneket keressen, versenyeket szervezzen, illet"
18208746,"""Karcagi Római Katolikus Egyházközösségért Alapítvány""","5300 Karcag, Széchenyi sugárút 2.",egyházhoz kötődő szociális szervezetek,szociális segítségnyújtás,"Keresztény közösségi élet kialakítása, fejlesztése, a hátrányos helyzetű családok, fiatalok, felnőttek élethelyzetének javítása, közösségi épületek- s a tereinek kialakítása, működtetése, és atárgyi f"
18208904,"""Magyar Utcai Óvodáért"" Alapítvány","6771 Szeged, Magyar utca 187. B.",óvodák,oktatás,"A Magyar utcai óvodások támogatása, az óvodás korú gyermekek színvonalas foglalkoztatása, felkészítése a mind nagyobb követelményeket támasztó iskolai évekre, a gyermekek elhelyezésének, oktatásának, "
18208980,NYÍRSÉGI HOSPICE ALAPÍTVÁNY,"4400 Nyíregyháza, Báthory út 16. 2/4.",beteg emberek lelki és szociális támogatása,szociális segítségnyújtás,"egészségmegőrzés, betegségmegelőzés, gyógyító-, egészségügyi rehabilitációs tevékenység, és egyéb, az alapító okirat szerint"
18209211,Eötvös József Utánpótlás-nevelő Sportegyesület,"1112 Budapest, Kakukkhegyi út 8.",sportklubok,sport és szabadidő,"A fiatalok egészséges életmódjának kialakítása, a rendszeres testmozgásra, az egészséges környezet megőrzésére való nevelés, a fiatalok képességeinek fejlesztése, a tehetségek gondozása."
18209314,MOZDULJ MOZGÁSKORLÁTOZOTTAK SPORTEGYESÜLETE,"1044 Budapest, Ugró Gyula sor 9.",sportklubok,sport és szabadidő,"Vác és környékén élő mozgássérült illetve egészséges emberek részére hozzuk létre ezt az egyesületet, akik segítik a sérülteket, a rendszeres sportolásra (versenyzés), sportszerű életmódra neveléssel."
18209699,"""Termeczky Gergő Gyógyulásáért"" Alapítvány","9146 Rábapordány, Béke utca 51.",konkrét beteg gyerekek,gyermek egészségügy,"Az Izomdisztrófia (DMD) betegségben szenvedő Termeczky Gergő (szül: Tatabánya, 1999. szeptember 4-én, anyja neve: Élő Katalin), 9146 Rábapordány, Béke utca 51. szám alatti lakos gyógyításához, gyógyke"
18209778,Ferences Alapítvány,"1024 Budapest, Margit körút 23.",vallási szervezetek,kultúra és művészet,"A ferencesek lelkiségű események, tevékenységek, intézmények fejlesztése, támogatása."
18209912,ZTE Sportlövész Klub és Kulturális Egyesület,"8900 Zalaegerszeg, Pózva út 74",sportklubok,sport és szabadidő,"Tudományos kutatás különös tekintettel sporttal kapcsolatos eszközökre, módszerekre és ezekkel kapcsolatos tájékoztató tevékenység. Sport (elsősorban sportlövész) és kulturális rendezvény szervezése, "
18210046,AQUARIUS Kulturális Alapítvány,"2528 Úny, Újtelep 094/5.",vallási szervezetek,kultúra és művészet,"Az Alapítvány célja a hermetikus és gnosztikus eszmekincs kutatása és bemutatása a lehető legátfogóbb módon, az emberi élet bármely területén, és bármely helyén eddig felbukkanó vagy jelen korunkban m"
18210125,Csepp Remény a Halmozottan Sérült Gyermekekért Közhasznú Alapítvány,"2461 Tárnok, Szőlőhegyi utca 10.",fogyatékkal élők segítése,szociális segítségnyújtás,"A mozgássérült, végtaghiányos, gyengénlátó, értelmi fogyatékos, egyéb súlyos betegségben szenvedő, halmozottan sérült gyermekek gyógyításának és rehabilitációjának támogatása. - A halmozottan sérült g"
18210187,Bercsényi Óvodás Gyermekekért Alapítvány,"6100 Kiskunfélegyháza, Bercsényi utca 5.",óvodák,oktatás,"?Az alapítvány segíti, támogatja a Kiskunfélegyháza, Bercsényi u. 5. szám alatti Bercsényi utcai Óvoda tevékenységét, arra törekszik, hogy tevékenysége eredményeként a magas színvonalú pedagógiai tevé"
18210352,"""Bleki"" Alapítvány Az Esélytelen Állatokért","1155 Budapest, Opál utca 14.",kutyák,környezet- és állatvédelem,"Az esélytelen - idős, beteg, utcára kerülés alatt álló - állatok lakóhelyen való segítése."
18210400,"""A PÉRI ÓVODÁSOKÉRT ALAPÍTVÁNY""","9099 Pér, Szent Imre út 11.",óvodák,oktatás,"A péri Napköziotthonos Óvodába (9099 Pér, Szent Imre u. 11.) járó gyermekek óvodai nevelésének segítése, különös tekintettel az alábbiakra: Az óvodai nevelés tárgyi feltételeinek javítása, játék- és e"
18210527,Tetovált Állatmentők Állatvédelmi Egyesület,"2119 Pécel, Külterület 0384/92. hrsz.",kutyák,környezet- és állatvédelem,"A bajba jutott állatok kimenekítése, megmentése, egészségük és életük megóvása, valamint az alapszabályban meghatározott további célok, közelebbről: a) helyszínre kiszállás állatkínzás, rosszul tartás"
18210651,Nyíregyházi Kosárlabdát Szeretők Közhasznú Sportegyesülete,"4481 Nyíregyháza-Sóstóhegy, Muskotály út 25. b.",sportklubok,sport és szabadidő,"Sporttevékenységek szervezése, sporttevékenységek feltételeinek megteremtése és egyéb, az alapszabály szerint."
18210888,A Gyóni Művészeti Óvodákat Támogató Alapítvány,"2373 Dabas, Benedek Elek utca 2.",óvodák,oktatás,"A Gyóni Művészeti Óvodák, valamint az intézménybe járó gyermekek támogatása, nevelő-oktató munka segítése."
18211119,SZABADIDŐ LOVASKLUB SZEGED,"6724 Szeged, Kátay utca 23.",egyéb szabadidős szervezetek,sport és szabadidő,"A lókedvelők, lótenyésztők körében honosítani a magyar verseny és sportlovas hagyományokat."
18211236,NEO Magyar Segítőkutya Közhasznú Egyesület,"1155 Budapest, Mentő utca 8. B.épület fszt./3.",fogyatékkal élők segítése,szociális segítségnyújtás,"A fogyatékossággal élő emberek életminőségének javítása,társadalmi integrációjának előmozdítása speciális feladatok ellátására alkalmas segítőkutyák kiképzésével és azoknak a fogyatékossággal élő szem"
18211360,Macskavilág Alapítvány,"2000 Szentendre, Medve utca 4.",macskák,környezet- és állatvédelem,"A felelőtlen állattartás következtében a macskák tekintetében kialakult túlszaporulat humánus felszámolása, illetve a további túlszaporulat megelőzése, a felelős állattartás fontosságára irányuló figy"
18211652,Tóhajlat Rekreációs- és Sportegyesület,"6767 Ópusztaszer, Hétvezér utca 1.",sportklubok,sport és szabadidő,"A testkultúra magasabb színvonalra emelése, versenyek szervezése, rendszeres sportolási, edzési lehetőség biztosítása. Egészséges életmód népszerűsítése, ezekhez kapcsolódó programok fejlesztése, megv"
18211669,ÉLETFA GYERMEKEINKÉRT EGYESÜLET,"2112 Veresegyház, Sportföld utca 1.",általános iskolák,oktatás,"- Elősegíteni és támogatni a Waldorf-pedagógia további terjedését Magyarországon, ezen belül a Waldorf pedagógia elvén és módszerein működő oktatási intézmények létrejöttét és működését, és amennyiben"
18211748,"""SZÉRŰSKERTI NAPRAFORGÓK"" Alapítvány","1032 Budapest, Bécsi út 211.",általános iskolák,oktatás,"a Dr. Szent-Györgyi Albert Általános Iskola (1033. Budapest, Szérűskert utca 40.) oktatási és nevelési tevékenységének és működésének eredményesebbé tételéhez történő hozzájárulás, különös tekintettel"
18211827,Jászberényi Tűzoltók Közhasznú Alapítványa,"5100 Jászberény, Jákóhalmi út 11/a.",tűzoltó egyesületek,katasztrófavédelem és közbiztonság,"Az alapítvány célja elsősorban a Jászberény Város Hivatásos Önkormányzati Tűzoltóparancsnoksága munkájának elősegítése támogatása, különösen az alábbi célok szerint: a tűzvédelmi tevékenység támogatás"
18211937,Töréspont Stratégiai Alapítvány,"1108 Budapest, Kozma utca 13.",rászorulók segítése,szociális segítségnyújtás,"A szociálisan nehéz helyzetbe került bv. dolgozók és családtagjaik, illetve a nyugdíjas bv. dolgozók eseti, rendszeres segítése. A büntetés-végrehajtási dolgozók kulturális tevékenységének elősegítése"
18211944,Színes Gyermekvilág Alapítvány,"1032 Budapest, Bécsi út 213. 6.emelet/32.",óvodák,oktatás,"Budapest III. kerület, Óbuda-Békásmegyer Önkormányzata Százszorszép Óvoda, Tégla utcai tagóvodája játszóudvara átalakításának segítése, EU-s szabvánnyal rendelkező játékokkal, folyamatos bővítés, álla"
18212103,Az Esélyteremtő Wesley Közhasznú Alapítvány,"6721 Szeged, Osztrovszky utca 1. B.",szakközépiskolák,oktatás,"A Szegeden és Orosházán működő Wesley János Általános és Középiskolában folyó oktatás, nevelési és tárgyi feltételeinek javítása, eredményességének fokozása, az iskolai nyelvtanulás ösztönzése és lehe"
18212316,Eranus Támogatásokat Szervező Alapítvány,"1025 Budapest, Battai utca 5.",rászorulók segítése,szociális segítségnyújtás,"A hátrányos helyzetű csoportok társadalmi esélyegyenlőségének elősegítése, szociális tevékenység, családsegítés által, kapcsolatot teremtve a támogatásra hajlandó természetes személyek, azok csoportja"
18212505,Tiszaújvárosi Kajak-Kenu és Sárkányhajó Egyesület,"3580 Tiszaújváros, Tiszavirág utca 16 A.",sportklubok,sport és szabadidő,"A Sportegyesület célja a rendszeres sportolás, versenyzés, testedzés, felüdülés biztosítása, az ilyen igények felkeltése, tagjainak nevelése, a társadalmi öntevékenység és a közösségi élet kibontakozt"
18212567,"Mindszentpusztai Vezseny Lokálpatrióta, Hagyományőrző, Kulturális és Rendezvényszervező Egyesület","9098 Pér-Mindszentpuszta, Faluház, Rákóczi utca 72.",települési és közösségfejlesztés,szociális segítségnyújtás,"Az egyesület célja Pér-Mindszentpuszta és Püspökalap történelmi és kulturális szerepének minél szélesebb körben történő megismertetése. Helyi, térségi szintű fesztiválok, oktatási, kulturális, művésze"
